timestamp,source_ip,dest_ip,protocol,action,threat_label,log_type,bytes_transferred,user_agent,request_path
2024-03-22T00:00:00,245.200.237.136,192.168.1.116,UDP,allowed,benign,application,31858,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-08-13T00:00:00,192.168.1.74,192.168.1.61,UDP,blocked,benign,application,5380,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-28T00:00:00,192.168.1.40,192.168.1.181,TCP,blocked,benign,ids,21784,SQLMap/1.6-dev,/
2024-07-31T00:00:00,192.168.1.214,192.168.1.108,UDP,allowed,benign,application,25028,Nmap Scripting Engine,/
2024-06-29T00:00:00,192.168.1.100,192.168.1.219,HTTPS,blocked,benign,application,49089,SQLMap/1.6-dev,/admin/config
2024-04-22T00:00:00,192.168.1.70,192.168.1.112,ICMP,blocked,benign,ids,26597,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-03-06T00:00:00,137.197.33.33,192.168.1.7,FTP,allowed,suspicious,firewall,30357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/upload?phpmyadmin
2024-07-13T00:00:00,192.168.1.117,192.168.1.84,UDP,blocked,benign,ids,49383,Nmap Scripting Engine,/
2024-02-11T00:00:00,192.168.1.192,192.168.1.139,TCP,blocked,benign,firewall,42707,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-16T00:00:00,95.91.54.172,192.168.1.215,TCP,allowed,benign,firewall,37060,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-12-24T00:00:00,192.168.1.95,192.168.1.43,HTTP,allowed,benign,firewall,20484,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/index.php
2024-01-14T00:00:00,177.52.183.80,192.168.1.174,FTP,blocked,benign,ids,38903,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/upload
2024-12-22T00:00:00,25.169.111.91,192.168.1.154,HTTPS,allowed,benign,ids,4619,SQLMap/1.6-dev,/auth
2024-01-07T00:00:00,126.5.29.238,192.168.1.28,ICMP,blocked,benign,application,10126,Nmap Scripting Engine,/
2024-09-24T00:00:00,81.103.69.17,192.168.1.158,HTTPS,blocked,benign,ids,17689,curl/7.64.1,/secure
2024-02-14T00:00:00,192.168.1.116,192.168.1.63,HTTPS,blocked,benign,ids,1980,Nmap Scripting Engine,/auth
2024-04-03T00:00:00,192.168.1.91,192.168.1.205,UDP,blocked,benign,application,46052,curl/7.64.1,/
2024-09-21T00:00:00,207.41.179.109,192.168.1.62,HTTPS,blocked,benign,application,42429,Nmap Scripting Engine,/api/v1/data
2024-01-09T00:00:00,192.168.1.57,192.168.1.104,HTTP,blocked,benign,application,38212,curl/7.64.1,/api/login
2024-10-10T00:00:00,192.168.1.109,192.168.1.191,HTTP,blocked,benign,application,29836,curl/7.64.1,/dashboard
2024-05-08T00:00:00,192.168.1.185,192.168.1.50,UDP,allowed,benign,firewall,14280,Nmap Scripting Engine,/
2024-10-28T00:00:00,209.18.251.195,192.168.1.153,UDP,allowed,benign,firewall,19909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-20T00:00:00,192.168.1.14,192.168.1.142,UDP,allowed,benign,application,49434,Nmap Scripting Engine,/
2024-01-07T00:00:00,192.168.1.121,192.168.1.123,ICMP,allowed,benign,firewall,31408,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-07-24T00:00:00,192.168.1.148,192.168.1.162,HTTP,allowed,benign,firewall,36986,curl/7.64.1,/login
2024-05-07T00:00:00,192.168.1.196,192.168.1.107,HTTP,allowed,benign,application,25028,Nmap Scripting Engine,/api/login
2024-06-01T00:00:00,185.225.185.68,192.168.1.79,HTTP,allowed,suspicious,application,13717,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard?admin
2024-03-21T00:00:00,192.168.1.142,192.168.1.20,TCP,blocked,benign,ids,45278,SQLMap/1.6-dev,/
2024-05-29T00:00:00,192.168.1.74,192.168.1.181,UDP,blocked,benign,firewall,45148,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-11-16T00:00:00,192.168.1.206,192.168.1.240,TCP,allowed,benign,application,14833,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-03-13T00:00:00,192.168.1.43,192.168.1.203,UDP,blocked,benign,ids,8249,Nmap Scripting Engine,/
2024-12-24T00:00:00,192.168.1.70,192.168.1.129,HTTP,blocked,benign,firewall,39292,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-06-14T00:00:00,192.168.1.7,192.168.1.24,TCP,allowed,benign,application,17762,SQLMap/1.6-dev,/
2024-03-30T00:00:00,192.168.1.167,192.168.1.114,FTP,allowed,benign,application,32325,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/backup
2024-06-27T00:00:00,192.168.1.83,192.168.1.172,TCP,allowed,benign,ids,27077,Nmap Scripting Engine,/
2024-12-05T00:00:00,141.26.13.167,192.168.1.141,TCP,allowed,suspicious,ids,26588,SQLMap/1.6-dev,/?..\..\etc\passwd
2024-08-24T00:00:00,192.168.1.49,192.168.1.133,UDP,blocked,benign,application,29069,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-16T00:00:00,192.168.1.238,192.168.1.74,ICMP,blocked,suspicious,firewall,41389,SQLMap/1.6-dev,/?login
2024-06-08T00:00:00,192.168.1.142,192.168.1.105,TCP,allowed,benign,ids,7798,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-05-29T00:00:00,192.168.1.70,192.168.1.107,HTTPS,blocked,benign,firewall,30035,SQLMap/1.6-dev,/secure
2024-07-15T00:00:00,192.168.1.154,192.168.1.131,HTTPS,allowed,benign,firewall,18204,Nmap Scripting Engine,/auth
2024-09-16T00:00:00,192.168.1.1,192.168.1.73,HTTPS,blocked,benign,firewall,29364,SQLMap/1.6-dev,/api/v1/data
2024-06-25T00:00:00,192.168.1.196,192.168.1.140,UDP,blocked,benign,firewall,45811,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-29T00:00:00,88.29.76.112,192.168.1.12,UDP,blocked,benign,application,43595,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-01-19T00:00:00,192.168.1.248,192.168.1.152,UDP,allowed,benign,ids,6634,SQLMap/1.6-dev,/
2024-01-08T00:00:00,88.29.76.112,192.168.1.223,HTTP,allowed,benign,firewall,22287,SQLMap/1.6-dev,/wp-login.php
2024-07-22T00:00:00,192.168.1.219,192.168.1.85,HTTPS,blocked,benign,ids,41177,Nmap Scripting Engine,/admin/config
2024-01-19T00:00:00,192.168.1.61,192.168.1.162,HTTP,blocked,benign,firewall,49040,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/login
2024-02-20T00:00:00,252.166.26.16,192.168.1.224,TCP,allowed,suspicious,application,21358,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?phpmyadmin
2024-07-10T00:00:00,192.168.1.63,192.168.1.136,ICMP,allowed,suspicious,firewall,40043,Nmap Scripting Engine,/?backup.sql
2024-10-25T00:00:00,192.168.1.119,192.168.1.164,UDP,blocked,benign,application,715,Nmap Scripting Engine,/
2024-12-12T00:00:00,192.168.1.19,192.168.1.114,FTP,blocked,benign,application,45340,curl/7.64.1,/backup
2024-06-03T00:00:00,192.168.1.99,192.168.1.219,ICMP,allowed,benign,ids,37770,curl/7.64.1,/
2024-01-12T00:00:00,240.226.147.148,192.168.1.102,UDP,allowed,benign,application,18856,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-04-22T00:00:00,192.168.1.159,192.168.1.65,HTTP,allowed,benign,application,6467,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard
2024-08-13T00:00:00,192.168.1.94,192.168.1.188,TCP,blocked,benign,ids,49086,Nmap Scripting Engine,/
2024-04-12T00:00:00,192.168.1.139,192.168.1.225,SSH,blocked,benign,firewall,31678,curl/7.64.1,/root
2024-02-28T00:00:00,192.168.1.20,192.168.1.37,HTTPS,allowed,benign,application,47562,Nmap Scripting Engine,/admin/config
2024-07-06T00:00:00,192.168.1.102,192.168.1.4,UDP,allowed,benign,ids,24255,curl/7.64.1,/
2024-11-22T00:00:00,24.98.25.92,192.168.1.173,TCP,allowed,benign,application,40082,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-11-21T00:00:00,187.14.173.168,192.168.1.78,HTTP,allowed,malicious,firewall,2538,curl/7.64.1,/api/login?DROP TABLE
2024-02-19T00:00:00,192.168.1.138,192.168.1.35,UDP,blocked,benign,application,48802,SQLMap/1.6-dev,/
2024-10-27T00:00:00,221.93.148.50,192.168.1.227,ICMP,allowed,benign,ids,18433,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-04-21T00:00:00,192.168.1.244,192.168.1.61,HTTPS,allowed,benign,application,24173,SQLMap/1.6-dev,/auth
2024-02-01T00:00:00,192.168.1.49,192.168.1.248,TCP,blocked,benign,firewall,43535,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-01-26T00:00:00,143.57.176.84,192.168.1.254,TCP,allowed,benign,firewall,38529,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-06-17T00:00:00,31.64.58.17,192.168.1.1,UDP,allowed,benign,firewall,7304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-08T00:00:00,192.168.1.202,192.168.1.61,HTTP,allowed,benign,firewall,17491,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/admin
2024-08-03T00:00:00,192.168.1.191,192.168.1.17,ICMP,blocked,benign,application,29722,SQLMap/1.6-dev,/
2024-11-10T00:00:00,192.168.1.201,192.168.1.233,HTTPS,blocked,benign,ids,42261,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/login
2024-09-02T00:00:00,185.225.185.68,192.168.1.176,TCP,blocked,benign,firewall,9821,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-20T00:00:00,192.168.1.150,192.168.1.141,HTTPS,blocked,benign,application,34870,curl/7.64.1,/api/v1/data
2024-09-15T00:00:00,192.168.1.26,192.168.1.204,HTTPS,allowed,benign,ids,29693,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/api/v1/data
2024-06-22T00:00:00,193.69.197.165,192.168.1.107,HTTPS,blocked,benign,ids,10103,Nmap Scripting Engine,/login
2024-02-16T00:00:00,88.72.40.56,192.168.1.111,TCP,blocked,benign,firewall,36904,SQLMap/1.6-dev,/
2024-12-09T00:00:00,192.168.1.91,192.168.1.224,HTTP,blocked,benign,application,3471,curl/7.64.1,/index.php
2024-06-08T00:00:00,192.168.1.148,192.168.1.130,TCP,blocked,benign,firewall,7192,curl/7.64.1,/
2024-02-28T00:00:00,177.52.183.80,192.168.1.58,HTTPS,allowed,benign,application,17627,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/secure
2024-05-19T00:00:00,68.36.64.191,192.168.1.236,UDP,allowed,benign,firewall,26365,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-11-20T00:00:00,88.72.40.56,192.168.1.192,HTTP,blocked,benign,ids,20523,curl/7.64.1,/index.php
2024-11-01T00:00:00,192.168.1.14,192.168.1.40,TCP,allowed,benign,application,5446,curl/7.64.1,/
2024-12-04T00:00:00,192.168.1.156,192.168.1.114,ICMP,allowed,suspicious,application,28274,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?..\..\etc\passwd
2024-09-06T00:00:00,192.168.1.79,192.168.1.12,TCP,allowed,benign,firewall,13497,curl/7.64.1,/
2024-03-11T00:00:00,168.128.102.227,192.168.1.84,TCP,blocked,suspicious,application,35003,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/?admin
2024-07-22T00:00:00,56.60.130.155,192.168.1.112,TCP,allowed,benign,ids,46597,Nmap Scripting Engine,/
2024-02-28T00:00:00,192.168.1.248,192.168.1.84,TCP,blocked,benign,application,23814,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-02-24T00:00:00,192.168.1.151,192.168.1.103,HTTP,blocked,benign,ids,48977,curl/7.64.1,/admin
2024-06-19T00:00:00,208.223.2.195,192.168.1.131,HTTP,allowed,benign,ids,42399,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/admin
2024-02-22T00:00:00,192.168.1.51,192.168.1.45,HTTP,allowed,benign,firewall,41253,Nmap Scripting Engine,/api/login
2024-10-15T00:00:00,161.77.216.164,192.168.1.175,FTP,blocked,benign,application,30831,Nmap Scripting Engine,/files
2024-05-20T00:00:00,192.168.1.91,192.168.1.130,TCP,blocked,benign,ids,2564,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-26T00:00:00,192.168.1.222,192.168.1.251,HTTPS,blocked,benign,ids,38132,SQLMap/1.6-dev,/login
2024-08-18T00:00:00,177.52.183.80,192.168.1.167,TCP,blocked,suspicious,application,6883,curl/7.64.1,/?..\..\etc\passwd
2024-11-26T00:00:00,192.168.1.64,192.168.1.182,ICMP,blocked,benign,application,10503,curl/7.64.1,/
2024-05-24T00:00:00,192.168.1.199,192.168.1.87,HTTP,allowed,benign,application,42521,curl/7.64.1,/login
2024-06-17T00:00:00,192.168.1.174,192.168.1.99,UDP,allowed,benign,ids,5441,SQLMap/1.6-dev,/
2024-06-28T00:00:00,192.168.1.168,192.168.1.179,HTTP,allowed,benign,application,46554,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/dashboard
2024-10-13T00:00:00,192.168.1.203,192.168.1.85,HTTPS,allowed,benign,application,44039,Nmap Scripting Engine,/admin/config
2024-07-04T00:00:00,192.168.1.80,192.168.1.47,SSH,blocked,benign,ids,9115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/bin/bash
2024-05-31T00:00:00,246.196.87.27,192.168.1.130,HTTPS,allowed,benign,application,8688,SQLMap/1.6-dev,/api/v1/data
2024-03-19T00:00:00,192.168.1.213,192.168.1.178,HTTPS,allowed,benign,application,28783,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
2024-07-05T00:00:00,192.168.1.61,192.168.1.249,ICMP,blocked,benign,application,15435,SQLMap/1.6-dev,/
2024-06-07T00:00:00,245.200.237.136,192.168.1.232,HTTPS,blocked,benign,application,30356,curl/7.64.1,/api/v1/data
2024-09-14T00:00:00,192.168.1.248,192.168.1.42,HTTPS,allowed,benign,ids,3519,Nmap Scripting Engine,/auth
2024-10-10T00:00:00,104.187.87.205,192.168.1.217,HTTP,allowed,benign,ids,29546,SQLMap/1.6-dev,/admin
2024-08-11T00:00:00,192.168.1.234,192.168.1.57,HTTPS,blocked,benign,firewall,27290,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
2024-09-14T00:00:00,192.168.1.99,192.168.1.21,UDP,allowed,benign,ids,6593,curl/7.64.1,/
2024-03-11T00:00:00,192.168.1.235,192.168.1.213,ICMP,allowed,benign,application,40427,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-01-10T00:00:00,192.168.1.214,192.168.1.39,HTTP,blocked,benign,firewall,18981,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/dashboard
2024-03-03T00:00:00,192.168.1.108,192.168.1.164,HTTPS,blocked,benign,firewall,7365,Nmap Scripting Engine,/admin/config
2024-10-01T00:00:00,192.168.1.132,192.168.1.148,TCP,allowed,benign,ids,28230,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/
2024-05-03T00:00:00,192.168.1.48,192.168.1.171,HTTP,blocked,benign,firewall,34575,SQLMap/1.6-dev,/index.php
2024-09-16T00:00:00,192.168.1.100,192.168.1.224,ICMP,blocked,benign,ids,1164,curl/7.64.1,/
2024-06-25T00:00:00,192.168.1.169,192.168.1.161,TCP,blocked,benign,firewall,3005,curl/7.64.1,/
2024-11-25T00:00:00,192.168.1.200,192.168.1.176,ICMP,blocked,suspicious,application,8937,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/?admin
2024-05-30T00:00:00,192.168.1.203,192.168.1.52,HTTPS,blocked,benign,ids,33876,Nmap Scripting Engine,/admin/config
2024-08-30T00:00:00,192.168.1.193,192.168.1.166,TCP,blocked,benign,firewall,43074,curl/7.64.1,/
2024-03-04T00:00:00,249.129.196.46,192.168.1.228,ICMP,blocked,benign,ids,45455,Nmap Scripting Engine,/
2024-09-22T00:00:00,192.168.1.22,192.168.1.187,ICMP,blocked,benign,application,11926,SQLMap/1.6-dev,/
2024-06-13T00:00:00,192.168.1.84,192.168.1.170,UDP,blocked,benign,application,47132,Nmap Scripting Engine,/
2024-12-19T00:00:00,192.168.1.115,192.168.1.11,HTTPS,blocked,benign,application,28604,curl/7.64.1,/login
2024-02-08T00:00:00,192.168.1.104,192.168.1.94,HTTP,allowed,benign,firewall,9457,SQLMap/1.6-dev,/wp-login.php
2024-08-12T00:00:00,192.168.1.18,192.168.1.61,HTTPS,blocked,benign,ids,25190,SQLMap/1.6-dev,/login
2024-11-05T00:00:00,192.168.1.116,192.168.1.243,UDP,blocked,benign,firewall,37712,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-07-22T00:00:00,192.168.1.72,192.168.1.64,SSH,allowed,benign,application,34030,Nmap Scripting Engine,/bin/bash
2024-05-14T00:00:00,252.166.26.16,192.168.1.115,TCP,blocked,benign,application,8137,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/
2024-08-19T00:00:00,192.168.1.183,192.168.1.114,SSH,blocked,benign,application,4355,SQLMap/1.6-dev,/root
2024-06-02T00:00:00,104.187.87.205,192.168.1.182,FTP,allowed,suspicious,ids,13271,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",/download?backup.sql
2024-01-14T00:00:00,192.168.1.147,192.168.1.95,ICMP,allowed,benign,application,4408,curl/7.64.1,/
2024-09-02T00:00:00,192.168.1.197,192.168.1.105,HTTPS,allowed,benign,firewall,20876,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",/api/v1/data
